Date;Latitude;Longitude;tasAdjust
19591106;43.56690;1.39783;4.31
19591107;43.56690;1.39783;5.80
19591108;43.56690;1.39783;7.36
19591109;43.56690;1.39783;10.63
19591110;43.56690;1.39783;11.65
19591111;43.56690;1.39783;11.90
19591112;43.56690;1.39783;13.09
19591113;43.56690;1.39783;11.76
19591114;43.56690;1.39783;6.38
19591115;43.56690;1.39783;5.78
19591116;43.56690;1.39783;8.46
19591117;43.56690;1.39783;10.50
19591118;43.56690;1.39783;12.32
19591119;43.56690;1.39783;10.46
19591120;43.56690;1.39783;10.33
19591121;43.56690;1.39783;6.79
19591122;43.56690;1.39783;6.39
19591123;43.56690;1.39783;6.05
19591124;43.56690;1.39783;8.74
19591125;43.56690;1.39783;7.76
19591126;43.56690;1.39783;6.09
19591127;43.56690;1.39783;6.57
19591128;43.56690;1.39783;7.98
19591129;43.56690;1.39783;4.51
19591130;43.56690;1.39783;4.62
19591201;43.56690;1.39783;9.17
19591202;43.56690;1.39783;10.22
19591203;43.56690;1.39783;6.75
19591204;43.56690;1.39783;2.70
19591205;43.56690;1.39783;4.06
19591206;43.56690;1.39783;5.80
19591207;43.56690;1.39783;5.27
19591208;43.56690;1.39783;2.08
19591209;43.56690;1.39783;0.97
19591210;43.56690;1.39783;-0.56
19591211;43.56690;1.39783;0.48
19591212;43.56690;1.39783;2.30
19591213;43.56690;1.39783;4.71
19591214;43.56690;1.39783;4.52
19591215;43.56690;1.39783;6.89
19591216;43.56690;1.39783;7.62
19591217;43.56690;1.39783;4.90
19591218;43.56690;1.39783;2.12
19591219;43.56690;1.39783;0.16
19591220;43.56690;1.39783;-0.70
19591221;43.56690;1.39783;-1.76
19591222;43.56690;1.39783;0.13
19591223;43.56690;1.39783;-0.52
19591224;43.56690;1.39783;-2.01
19591225;43.56690;1.39783;0.96
19591226;43.56690;1.39783;-0.98
19591227;43.56690;1.39783;-1.73
19591228;43.56690;1.39783;-0.65
19591229;43.56690;1.39783;0.03
19591230;43.56690;1.39783;-0.01
19591231;43.56690;1.39783;0.74
19600101;43.56690;1.39783;1.97
19600102;43.56690;1.39783;1.76
19600103;43.56690;1.39783;-1.54
19600104;43.56690;1.39783;-2.08
19600105;43.56690;1.39783;-0.34
19600106;43.56690;1.39783;-1.37
19600107;43.56690;1.39783;-2.70
19600108;43.56690;1.39783;-1.60
19600109;43.56690;1.39783;3.57
19600110;43.56690;1.39783;5.46
19600111;43.56690;1.39783;5.53
19600112;43.56690;1.39783;5.94
19600113;43.56690;1.39783;6.18
19600114;43.56690;1.39783;6.60
19600115;43.56690;1.39783;4.78
19600116;43.56690;1.39783;7.02
19600117;43.56690;1.39783;11.04
19600118;43.56690;1.39783;12.25
19600119;43.56690;1.39783;7.70
19600120;43.56690;1.39783;5.91
19600121;43.56690;1.39783;7.06
19600122;43.56690;1.39783;7.00
19600123;43.56690;1.39783;10.69
19600124;43.56690;1.39783;10.63
19600125;43.56690;1.39783;7.55
19600126;43.56690;1.39783;7.28
19600127;43.56690;1.39783;13.36
19600128;43.56690;1.39783;14.38
19600129;43.56690;1.39783;12.49
19600130;43.56690;1.39783;10.04
19600131;43.56690;1.39783;3.59
19600201;43.56690;1.39783;4.35
19600202;43.56690;1.39783;5.48
19600203;43.56690;1.39783;3.16
19600204;43.56690;1.39783;0.12
19600205;43.56690;1.39783;0.30
19600206;43.56690;1.39783;1.05
19600207;43.56690;1.39783;2.89
19600208;43.56690;1.39783;5.14
19600209;43.56690;1.39783;4.39
19600210;43.56690;1.39783;4.58
19600211;43.56690;1.39783;6.31
19600212;43.56690;1.39783;6.17
19600213;43.56690;1.39783;5.40
19600214;43.56690;1.39783;7.77
19600215;43.56690;1.39783;8.10
19600216;43.56690;1.39783;6.56
19600217;43.56690;1.39783;4.67
19600218;43.56690;1.39783;2.55
19600219;43.56690;1.39783;3.51
19600220;43.56690;1.39783;4.95
19600221;43.56690;1.39783;7.17
19600222;43.56690;1.39783;8.77
19600223;43.56690;1.39783;6.88
19600224;43.56690;1.39783;4.74
19600225;43.56690;1.39783;2.74
19600226;43.56690;1.39783;1.59
19600227;43.56690;1.39783;2.65
19600228;43.56690;1.39783;0.20
19600229;43.56690;1.39783;2.38
19600301;43.56690;1.39783;3.67
19600302;43.56690;1.39783;4.83
19600303;43.56690;1.39783;7.48
19600304;43.56690;1.39783;7.35
19600305;43.56690;1.39783;8.60
19600306;43.56690;1.39783;7.22
19600307;43.56690;1.39783;6.03
19600308;43.56690;1.39783;8.80
19600309;43.56690;1.39783;12.71
19600310;43.56690;1.39783;10.61
19600311;43.56690;1.39783;10.46
19600312;43.56690;1.39783;4.85
19600313;43.56690;1.39783;3.24
19600314;43.56690;1.39783;8.98
19600315;43.56690;1.39783;13.17
19600316;43.56690;1.39783;10.44
19600317;43.56690;1.39783;7.82
19600318;43.56690;1.39783;7.90
19600319;43.56690;1.39783;11.48
19600320;43.56690;1.39783;8.99
19600321;43.56690;1.39783;8.04
19600322;43.56690;1.39783;6.62
19600323;43.56690;1.39783;6.07
19600324;43.56690;1.39783;6.01
19600325;43.56690;1.39783;5.62
19600326;43.56690;1.39783;4.10
19600327;43.56690;1.39783;2.38
19600328;43.56690;1.39783;4.10
19600329;43.56690;1.39783;6.92
19600330;43.56690;1.39783;7.65
19600331;43.56690;1.39783;8.59
19600401;43.56690;1.39783;12.60
19600402;43.56690;1.39783;12.56
19600403;43.56690;1.39783;9.91
19600404;43.56690;1.39783;9.74
19600405;43.56690;1.39783;7.73
19600406;43.56690;1.39783;9.60
19600407;43.56690;1.39783;9.06
19600408;43.56690;1.39783;7.45
19600409;43.56690;1.39783;6.00
19600410;43.56690;1.39783;6.89
19600411;43.56690;1.39783;8.68
19600412;43.56690;1.39783;7.89
19600413;43.56690;1.39783;8.69
19600414;43.56690;1.39783;8.64
19600415;43.56690;1.39783;13.97
19600416;43.56690;1.39783;16.44
19600417;43.56690;1.39783;16.13
19600418;43.56690;1.39783;17.60
19600419;43.56690;1.39783;11.21
19600420;43.56690;1.39783;9.40
19600421;43.56690;1.39783;12.53
19600422;43.56690;1.39783;16.89
19600423;43.56690;1.39783;12.54
19600424;43.56690;1.39783;10.12
19600425;43.56690;1.39783;14.51
19600426;43.56690;1.39783;9.18
19600427;43.56690;1.39783;9.43
19600428;43.56690;1.39783;11.25
19600429;43.56690;1.39783;14.79
19600430;43.56690;1.39783;16.98
19600501;43.56690;1.39783;19.23
19600502;43.56690;1.39783;20.36
19600503;43.56690;1.39783;20.02
19600504;43.56690;1.39783;20.80
19600505;43.56690;1.39783;21.73
19600506;43.56690;1.39783;20.66
19600507;43.56690;1.39783;17.11
19600508;43.56690;1.39783;16.81
19600509;43.56690;1.39783;14.74
19600510;43.56690;1.39783;13.91
19600511;43.56690;1.39783;13.80
19600512;43.56690;1.39783;10.39
19600513;43.56690;1.39783;8.99
19600514;43.56690;1.39783;9.73
19600515;43.56690;1.39783;8.18
19600516;43.56690;1.39783;11.07
19600517;43.56690;1.39783;12.33
19600518;43.56690;1.39783;13.33
19600519;43.56690;1.39783;16.39
19600520;43.56690;1.39783;15.67
19600521;43.56690;1.39783;14.63
19600522;43.56690;1.39783;15.77
19600523;43.56690;1.39783;17.93
19600524;43.56690;1.39783;14.95
19600525;43.56690;1.39783;11.86
19600526;43.56690;1.39783;13.00
19600527;43.56690;1.39783;12.17
19600528;43.56690;1.39783;14.32
19600529;43.56690;1.39783;16.30
19600530;43.56690;1.39783;17.63
19600531;43.56690;1.39783;20.05
19600601;43.56690;1.39783;23.05
19600602;43.56690;1.39783;20.42
19600603;43.56690;1.39783;18.82
19600604;43.56690;1.39783;15.96
19600605;43.56690;1.39783;18.33
19600606;43.56690;1.39783;18.51
19600607;43.56690;1.39783;13.11
19600608;43.56690;1.39783;12.14
19600609;43.56690;1.39783;14.05
19600610;43.56690;1.39783;15.05
19600611;43.56690;1.39783;17.88
19600612;43.56690;1.39783;15.02
19600613;43.56690;1.39783;15.08
19600614;43.56690;1.39783;15.33
19600615;43.56690;1.39783;16.02
19600616;43.56690;1.39783;18.53
19600617;43.56690;1.39783;22.29
19600618;43.56690;1.39783;23.96
19600619;43.56690;1.39783;26.05
19600620;43.56690;1.39783;26.46
19600621;43.56690;1.39783;19.27
19600622;43.56690;1.39783;18.60
19600623;43.56690;1.39783;22.03
19600624;43.56690;1.39783;25.13
19600625;43.56690;1.39783;26.52
19600626;43.56690;1.39783;25.49
19600627;43.56690;1.39783;24.50
19600628;43.56690;1.39783;21.87
19600629;43.56690;1.39783;20.13
19600630;43.56690;1.39783;20.60
19600701;43.56690;1.39783;17.66
19600702;43.56690;1.39783;19.57
19600703;43.56690;1.39783;22.39
19600704;43.56690;1.39783;21.59
19600705;43.56690;1.39783;23.67
19600706;43.56690;1.39783;24.99
19600707;43.56690;1.39783;24.41
19600708;43.56690;1.39783;26.23
19600709;43.56690;1.39783;27.54
19600710;43.56690;1.39783;25.04
19600711;43.56690;1.39783;24.13
19600712;43.56690;1.39783;26.85
19600713;43.56690;1.39783;24.37
19600714;43.56690;1.39783;22.46
19600715;43.56690;1.39783;19.38
19600716;43.56690;1.39783;18.04
19600717;43.56690;1.39783;17.57
19600718;43.56690;1.39783;20.24
19600719;43.56690;1.39783;22.02
19600720;43.56690;1.39783;23.67
19600721;43.56690;1.39783;27.28
19600722;43.56690;1.39783;27.34
19600723;43.56690;1.39783;26.16
19600724;43.56690;1.39783;26.08
19600725;43.56690;1.39783;25.95
19600726;43.56690;1.39783;25.91
19600727;43.56690;1.39783;24.35
19600728;43.56690;1.39783;24.57
19600729;43.56690;1.39783;25.30
19600730;43.56690;1.39783;26.12
19600731;43.56690;1.39783;27.61
19600801;43.56690;1.39783;28.20
19600802;43.56690;1.39783;26.12
19600803;43.56690;1.39783;27.09
19600804;43.56690;1.39783;26.83
19600805;43.56690;1.39783;27.00
19600806;43.56690;1.39783;26.48
19600807;43.56690;1.39783;25.53
19600808;43.56690;1.39783;24.36
19600809;43.56690;1.39783;24.70
19600810;43.56690;1.39783;24.75
19600811;43.56690;1.39783;25.18
19600812;43.56690;1.39783;26.28
19600813;43.56690;1.39783;27.54
19600814;43.56690;1.39783;26.97
19600815;43.56690;1.39783;27.39
19600816;43.56690;1.39783;25.90
19600817;43.56690;1.39783;24.26
19600818;43.56690;1.39783;22.61
19600819;43.56690;1.39783;22.12
19600820;43.56690;1.39783;23.91
19600821;43.56690;1.39783;23.51
19600822;43.56690;1.39783;25.19
19600823;43.56690;1.39783;26.12
19600824;43.56690;1.39783;24.92
19600825;43.56690;1.39783;25.73
19600826;43.56690;1.39783;25.15
19600827;43.56690;1.39783;25.37
19600828;43.56690;1.39783;26.71
19600829;43.56690;1.39783;26.81
19600830;43.56690;1.39783;23.24
19600831;43.56690;1.39783;21.42
19600901;43.56690;1.39783;21.75
19600902;43.56690;1.39783;22.70
19600903;43.56690;1.39783;23.29
19600904;43.56690;1.39783;26.35
19600905;43.56690;1.39783;25.73
19600906;43.56690;1.39783;24.72
19600907;43.56690;1.39783;24.32
19600908;43.56690;1.39783;24.70
19600909;43.56690;1.39783;24.13
19600910;43.56690;1.39783;23.78
19600911;43.56690;1.39783;22.13
19600912;43.56690;1.39783;21.15
19600913;43.56690;1.39783;23.23
19600914;43.56690;1.39783;22.30
19600915;43.56690;1.39783;22.58
19600916;43.56690;1.39783;23.78
19600917;43.56690;1.39783;24.35
19600918;43.56690;1.39783;21.76
19600919;43.56690;1.39783;18.47
19600920;43.56690;1.39783;15.43
19600921;43.56690;1.39783;15.39
19600922;43.56690;1.39783;19.41
19600923;43.56690;1.39783;17.61
19600924;43.56690;1.39783;17.02
19600925;43.56690;1.39783;16.63
19600926;43.56690;1.39783;15.93
19600927;43.56690;1.39783;14.42
19600928;43.56690;1.39783;13.79
19600929;43.56690;1.39783;18.24
19600930;43.56690;1.39783;16.57
19601001;43.56690;1.39783;16.92
19601002;43.56690;1.39783;15.57
19601003;43.56690;1.39783;16.93
19601004;43.56690;1.39783;22.78
19601005;43.56690;1.39783;19.00
19601006;43.56690;1.39783;20.05
19601007;43.56690;1.39783;19.35
19601008;43.56690;1.39783;16.49
19601009;43.56690;1.39783;17.85
19601010;43.56690;1.39783;15.01
19601011;43.56690;1.39783;15.43
19601012;43.56690;1.39783;18.34
19601013;43.56690;1.39783;16.43
19601014;43.56690;1.39783;16.80
19601015;43.56690;1.39783;19.80
19601016;43.56690;1.39783;21.53
19601017;43.56690;1.39783;21.50
19601018;43.56690;1.39783;21.20
19601019;43.56690;1.39783;15.67
19601020;43.56690;1.39783;14.64
19601021;43.56690;1.39783;15.67
19601022;43.56690;1.39783;16.81
19601023;43.56690;1.39783;17.47
19601024;43.56690;1.39783;16.60
19601025;43.56690;1.39783;17.17
19601026;43.56690;1.39783;16.76
19601027;43.56690;1.39783;16.64
19601028;43.56690;1.39783;15.60
19601029;43.56690;1.39783;15.30
19601030;43.56690;1.39783;18.20
19601031;43.56690;1.39783;18.02
19601101;43.56690;1.39783;18.95
19601102;43.56690;1.39783;18.46
19601103;43.56690;1.39783;18.94
19601104;43.56690;1.39783;16.13
19601105;43.56690;1.39783;18.83
19601106;43.56690;1.39783;17.36
19601107;43.56690;1.39783;16.18
19601108;43.56690;1.39783;14.45
19601109;43.56690;1.39783;13.11
19601110;43.56690;1.39783;14.37
19601111;43.56690;1.39783;14.60
19601112;43.56690;1.39783;15.03
19601113;43.56690;1.39783;9.54
19601114;43.56690;1.39783;4.78
19601115;43.56690;1.39783;2.03
19601116;43.56690;1.39783;0.46
19601117;43.56690;1.39783;0.73
19601118;43.56690;1.39783;2.11
19601119;43.56690;1.39783;8.70
19601120;43.56690;1.39783;10.07
19601121;43.56690;1.39783;10.36
19601122;43.56690;1.39783;6.50
19601123;43.56690;1.39783;2.96
19601124;43.56690;1.39783;5.20
19601125;43.56690;1.39783;9.83
19601126;43.56690;1.39783;10.15
19601127;43.56690;1.39783;10.73
19601128;43.56690;1.39783;12.59
19601129;43.56690;1.39783;10.59
19601130;43.56690;1.39783;7.12
19601201;43.56690;1.39783;6.05
19601202;43.56690;1.39783;6.47
19601203;43.56690;1.39783;11.05
19601204;43.56690;1.39783;11.43
19601205;43.56690;1.39783;10.97
19601206;43.56690;1.39783;8.32
19601207;43.56690;1.39783;10.00
19601208;43.56690;1.39783;10.67
19601209;43.56690;1.39783;9.32
19601210;43.56690;1.39783;10.36
19601211;43.56690;1.39783;6.47
19601212;43.56690;1.39783;8.65
19601213;43.56690;1.39783;9.18
19601214;43.56690;1.39783;9.14
19601215;43.56690;1.39783;5.66
19601216;43.56690;1.39783;4.27
19601217;43.56690;1.39783;8.65
19601218;43.56690;1.39783;8.71
19601219;43.56690;1.39783;6.46
19601220;43.56690;1.39783;5.15
19601221;43.56690;1.39783;3.09
19601222;43.56690;1.39783;6.11
19601223;43.56690;1.39783;8.86
19601224;43.56690;1.39783;11.95
19601225;43.56690;1.39783;9.55
19601226;43.56690;1.39783;5.36
19601227;43.56690;1.39783;5.78
19601228;43.56690;1.39783;6.53
19601229;43.56690;1.39783;5.97
19601230;43.56690;1.39783;3.85
19601231;43.56690;1.39783;4.99
19610101;43.56690;1.39783;4.47
19610102;43.56690;1.39783;3.27
19610103;43.56690;1.39783;3.03
19610104;43.56690;1.39783;0.50
19610105;43.56690;1.39783;4.91
19610106;43.56690;1.39783;7.10
19610107;43.56690;1.39783;5.43
19610108;43.56690;1.39783;5.27
19610109;43.56690;1.39783;6.66
19610110;43.56690;1.39783;5.81
19610111;43.56690;1.39783;5.11
19610112;43.56690;1.39783;2.04
19610113;43.56690;1.39783;1.59
19610114;43.56690;1.39783;7.42
19610115;43.56690;1.39783;6.07
19610116;43.56690;1.39783;5.69
19610117;43.56690;1.39783;7.73
19610118;43.56690;1.39783;10.54
19610119;43.56690;1.39783;9.53
19610120;43.56690;1.39783;9.58
19610121;43.56690;1.39783;9.54
19610122;43.56690;1.39783;8.91
19610123;43.56690;1.39783;8.21
19610124;43.56690;1.39783;9.52
19610125;43.56690;1.39783;8.97
19610126;43.56690;1.39783;8.03
19610127;43.56690;1.39783;9.51
19610128;43.56690;1.39783;6.36
19610129;43.56690;1.39783;3.04
19610130;43.56690;1.39783;1.11
19610131;43.56690;1.39783;3.12
19610201;43.56690;1.39783;9.68
19610202;43.56690;1.39783;9.48
19610203;43.56690;1.39783;6.01
19610204;43.56690;1.39783;2.70
19610205;43.56690;1.39783;1.42
19610206;43.56690;1.39783;0.89
19610207;43.56690;1.39783;-0.04
19610208;43.56690;1.39783;0.18
19610209;43.56690;1.39783;2.19
19610210;43.56690;1.39783;2.24
19610211;43.56690;1.39783;3.77
19610212;43.56690;1.39783;3.78
19610213;43.56690;1.39783;2.86
19610214;43.56690;1.39783;5.28
19610215;43.56690;1.39783;8.62
19610216;43.56690;1.39783;5.95
19610217;43.56690;1.39783;9.16
19610218;43.56690;1.39783;11.11
19610219;43.56690;1.39783;8.08
19610220;43.56690;1.39783;9.45
19610221;43.56690;1.39783;8.49
19610222;43.56690;1.39783;7.55
19610223;43.56690;1.39783;5.73
19610224;43.56690;1.39783;3.21
19610225;43.56690;1.39783;3.92
19610226;43.56690;1.39783;6.32
19610227;43.56690;1.39783;6.00
19610228;43.56690;1.39783;3.76
19610301;43.56690;1.39783;8.56
19610302;43.56690;1.39783;8.62
19610303;43.56690;1.39783;10.57
19610304;43.56690;1.39783;10.83
19610305;43.56690;1.39783;10.15
19610306;43.56690;1.39783;12.96
19610307;43.56690;1.39783;13.39
19610308;43.56690;1.39783;16.09
19610309;43.56690;1.39783;16.13
19610310;43.56690;1.39783;14.36
19610311;43.56690;1.39783;12.60
19610312;43.56690;1.39783;3.38
19610313;43.56690;1.39783;1.20
19610314;43.56690;1.39783;6.83
19610315;43.56690;1.39783;7.29
19610316;43.56690;1.39783;12.07
19610317;43.56690;1.39783;11.75
19610318;43.56690;1.39783;10.24
19610319;43.56690;1.39783;10.21
19610320;43.56690;1.39783;9.71
19610321;43.56690;1.39783;11.74
19610322;43.56690;1.39783;11.32
19610323;43.56690;1.39783;9.92
19610324;43.56690;1.39783;10.29
19610325;43.56690;1.39783;11.87
19610326;43.56690;1.39783;14.73
19610327;43.56690;1.39783;12.91
19610328;43.56690;1.39783;8.51
19610329;43.56690;1.39783;10.48
19610330;43.56690;1.39783;13.92
19610331;43.56690;1.39783;16.06
19610401;43.56690;1.39783;12.16
19610402;43.56690;1.39783;9.75
19610403;43.56690;1.39783;8.79
19610404;43.56690;1.39783;7.75
19610405;43.56690;1.39783;9.43
19610406;43.56690;1.39783;10.11
19610407;43.56690;1.39783;9.98
19610408;43.56690;1.39783;9.52
19610409;43.56690;1.39783;11.65
19610410;43.56690;1.39783;11.74
19610411;43.56690;1.39783;10.09
19610412;43.56690;1.39783;8.66
19610413;43.56690;1.39783;10.17
19610414;43.56690;1.39783;10.85
19610415;43.56690;1.39783;11.68
19610416;43.56690;1.39783;9.39
19610417;43.56690;1.39783;7.21
19610418;43.56690;1.39783;7.98
19610419;43.56690;1.39783;7.45
19610420;43.56690;1.39783;9.84
19610421;43.56690;1.39783;11.27
19610422;43.56690;1.39783;10.78
19610423;43.56690;1.39783;12.99
19610424;43.56690;1.39783;11.99
19610425;43.56690;1.39783;14.05
19610426;43.56690;1.39783;13.25
19610427;43.56690;1.39783;16.36
19610428;43.56690;1.39783;12.54
19610429;43.56690;1.39783;8.98
19610430;43.56690;1.39783;8.74
19610501;43.56690;1.39783;8.85
19610502;43.56690;1.39783;7.88
19610503;43.56690;1.39783;11.34
19610504;43.56690;1.39783;13.71
19610505;43.56690;1.39783;16.60
19610506;43.56690;1.39783;19.89
19610507;43.56690;1.39783;17.75
19610508;43.56690;1.39783;15.14
19610509;43.56690;1.39783;13.31
19610510;43.56690;1.39783;11.42
19610511;43.56690;1.39783;10.91
19610512;43.56690;1.39783;10.58
19610513;43.56690;1.39783;12.82
19610514;43.56690;1.39783;18.74
19610515;43.56690;1.39783;11.74
19610516;43.56690;1.39783;11.17
19610517;43.56690;1.39783;16.52
19610518;43.56690;1.39783;19.42
19610519;43.56690;1.39783;19.83
19610520;43.56690;1.39783;20.98
19610521;43.56690;1.39783;20.12
19610522;43.56690;1.39783;20.02
19610523;43.56690;1.39783;20.51
19610524;43.56690;1.39783;20.15
19610525;43.56690;1.39783;20.32
19610526;43.56690;1.39783;19.39
19610527;43.56690;1.39783;20.23
19610528;43.56690;1.39783;18.45
19610529;43.56690;1.39783;16.80
19610530;43.56690;1.39783;15.21
19610531;43.56690;1.39783;16.96
19610601;43.56690;1.39783;17.63
19610602;43.56690;1.39783;16.82
19610603;43.56690;1.39783;16.74
19610604;43.56690;1.39783;17.37
19610605;43.56690;1.39783;16.39
19610606;43.56690;1.39783;18.94
19610607;43.56690;1.39783;19.16
19610608;43.56690;1.39783;15.35
19610609;43.56690;1.39783;12.71
19610610;43.56690;1.39783;13.48
19610611;43.56690;1.39783;15.89
19610612;43.56690;1.39783;18.63
19610613;43.56690;1.39783;23.23
19610614;43.56690;1.39783;22.36
19610615;43.56690;1.39783;16.77
19610616;43.56690;1.39783;16.67
19610617;43.56690;1.39783;15.22
19610618;43.56690;1.39783;17.86
19610619;43.56690;1.39783;18.96
19610620;43.56690;1.39783;19.45
19610621;43.56690;1.39783;21.52
19610622;43.56690;1.39783;21.22
19610623;43.56690;1.39783;19.43
19610624;43.56690;1.39783;19.04
19610625;43.56690;1.39783;19.24
19610626;43.56690;1.39783;16.71
19610627;43.56690;1.39783;17.07
19610628;43.56690;1.39783;16.29
19610629;43.56690;1.39783;15.43
19610630;43.56690;1.39783;14.99
19610701;43.56690;1.39783;14.22
19610702;43.56690;1.39783;16.19
19610703;43.56690;1.39783;17.35
19610704;43.56690;1.39783;18.00
19610705;43.56690;1.39783;18.91
19610706;43.56690;1.39783;20.03
19610707;43.56690;1.39783;21.20
19610708;43.56690;1.39783;23.16
19610709;43.56690;1.39783;22.33
19610710;43.56690;1.39783;22.91
19610711;43.56690;1.39783;23.26
19610712;43.56690;1.39783;25.11
19610713;43.56690;1.39783;26.03
19610714;43.56690;1.39783;25.02
19610715;43.56690;1.39783;26.52
19610716;43.56690;1.39783;24.54
19610717;43.56690;1.39783;21.16
19610718;43.56690;1.39783;20.81
19610719;43.56690;1.39783;17.95
19610720;43.56690;1.39783;17.32
19610721;43.56690;1.39783;19.14
19610722;43.56690;1.39783;20.72
19610723;43.56690;1.39783;22.22
19610724;43.56690;1.39783;22.49
19610725;43.56690;1.39783;21.26
19610726;43.56690;1.39783;19.77
19610727;43.56690;1.39783;22.49
19610728;43.56690;1.39783;24.61
19610729;43.56690;1.39783;24.57
19610730;43.56690;1.39783;24.65
19610731;43.56690;1.39783;23.52
19610801;43.56690;1.39783;25.41
19610802;43.56690;1.39783;26.15
19610803;43.56690;1.39783;26.61
19610804;43.56690;1.39783;27.37
19610805;43.56690;1.39783;26.20
19610806;43.56690;1.39783;23.16
19610807;43.56690;1.39783;22.97
19610808;43.56690;1.39783;23.84
19610809;43.56690;1.39783;25.50
19610810;43.56690;1.39783;24.84
19610811;43.56690;1.39783;25.97
19610812;43.56690;1.39783;26.01
19610813;43.56690;1.39783;25.80
19610814;43.56690;1.39783;26.13
19610815;43.56690;1.39783;26.40
19610816;43.56690;1.39783;24.35
19610817;43.56690;1.39783;24.43
19610818;43.56690;1.39783;26.23
19610819;43.56690;1.39783;26.46
19610820;43.56690;1.39783;28.78
19610821;43.56690;1.39783;28.76
19610822;43.56690;1.39783;29.26
19610823;43.56690;1.39783;26.12
19610824;43.56690;1.39783;23.45
19610825;43.56690;1.39783;23.23
19610826;43.56690;1.39783;24.31
19610827;43.56690;1.39783;24.12
19610828;43.56690;1.39783;23.62
19610829;43.56690;1.39783;21.00
19610830;43.56690;1.39783;19.86
19610831;43.56690;1.39783;19.09
19610901;43.56690;1.39783;22.11
19610902;43.56690;1.39783;20.29
19610903;43.56690;1.39783;20.94
19610904;43.56690;1.39783;21.76
19610905;43.56690;1.39783;21.63
19610906;43.56690;1.39783;22.17
19610907;43.56690;1.39783;18.14
19610908;43.56690;1.39783;17.66
19610909;43.56690;1.39783;18.74
19610910;43.56690;1.39783;20.12
19610911;43.56690;1.39783;20.12
19610912;43.56690;1.39783;22.74
19610913;43.56690;1.39783;18.83
19610914;43.56690;1.39783;16.76
19610915;43.56690;1.39783;18.81
19610916;43.56690;1.39783;17.88
19610917;43.56690;1.39783;15.54
19610918;43.56690;1.39783;16.12
19610919;43.56690;1.39783;17.21
19610920;43.56690;1.39783;20.87
19610921;43.56690;1.39783;18.68
19610922;43.56690;1.39783;18.15
19610923;43.56690;1.39783;16.06
19610924;43.56690;1.39783;15.58
19610925;43.56690;1.39783;15.09
19610926;43.56690;1.39783;16.26
19610927;43.56690;1.39783;17.92
19610928;43.56690;1.39783;18.81
19610929;43.56690;1.39783;18.58
19610930;43.56690;1.39783;19.48
19611001;43.56690;1.39783;19.51
19611002;43.56690;1.39783;19.38
19611003;43.56690;1.39783;19.35
19611004;43.56690;1.39783;19.26
19611005;43.56690;1.39783;13.75
19611006;43.56690;1.39783;12.56
19611007;43.56690;1.39783;15.72
19611008;43.56690;1.39783;14.44
19611009;43.56690;1.39783;14.64
19611010;43.56690;1.39783;16.73
19611011;43.56690;1.39783;14.66
19611012;43.56690;1.39783;14.96
19611013;43.56690;1.39783;13.17
19611014;43.56690;1.39783;17.57
19611015;43.56690;1.39783;16.25
19611016;43.56690;1.39783;14.81
19611017;43.56690;1.39783;13.95
19611018;43.56690;1.39783;14.90
19611019;43.56690;1.39783;13.84
19611020;43.56690;1.39783;13.76
19611021;43.56690;1.39783;14.07
19611022;43.56690;1.39783;13.81
19611023;43.56690;1.39783;14.24
19611024;43.56690;1.39783;11.35
19611025;43.56690;1.39783;10.06
19611026;43.56690;1.39783;9.44
19611027;43.56690;1.39783;11.91
19611028;43.56690;1.39783;4.47
19611029;43.56690;1.39783;2.63
19611030;43.56690;1.39783;3.97
19611031;43.56690;1.39783;4.18
19611101;43.56690;1.39783;5.23
19611102;43.56690;1.39783;4.91
19611103;43.56690;1.39783;9.89
19611104;43.56690;1.39783;10.30
19611105;43.56690;1.39783;8.08
19611106;43.56690;1.39783;8.58
19611107;43.56690;1.39783;9.68
19611108;43.56690;1.39783;6.27
19611109;43.56690;1.39783;4.88
19611110;43.56690;1.39783;5.42
19611111;43.56690;1.39783;6.91
19611112;43.56690;1.39783;8.75
19611113;43.56690;1.39783;10.87
19611114;43.56690;1.39783;9.24
19611115;43.56690;1.39783;10.44
19611116;43.56690;1.39783;10.73
19611117;43.56690;1.39783;12.64
19611118;43.56690;1.39783;14.29
19611119;43.56690;1.39783;12.39
19611120;43.56690;1.39783;11.82
19611121;43.56690;1.39783;8.93
19611122;43.56690;1.39783;11.44
19611123;43.56690;1.39783;12.32
19611124;43.56690;1.39783;11.48
19611125;43.56690;1.39783;11.26
19611126;43.56690;1.39783;9.29
19611127;43.56690;1.39783;9.30
19611128;43.56690;1.39783;12.46
19611129;43.56690;1.39783;14.68
19611130;43.56690;1.39783;13.45
19611201;43.56690;1.39783;13.35
19611202;43.56690;1.39783;11.90
19611203;43.56690;1.39783;10.34
19611204;43.56690;1.39783;9.24
19611205;43.56690;1.39783;9.14
19611206;43.56690;1.39783;10.78
19611207;43.56690;1.39783;11.83
19611208;43.56690;1.39783;9.11
19611209;43.56690;1.39783;8.36
19611210;43.56690;1.39783;8.96
19611211;43.56690;1.39783;5.87
19611212;43.56690;1.39783;5.12
19611213;43.56690;1.39783;6.09
19611214;43.56690;1.39783;7.11
19611215;43.56690;1.39783;8.26
19611216;43.56690;1.39783;7.48
19611217;43.56690;1.39783;6.92
19611218;43.56690;1.39783;7.94
19611219;43.56690;1.39783;6.25
